#,lemma,Verb form,Concordance,Hit?,Construction,comments,TA,FREAK,Coments
141,afford,affords,"Considerable teachers agreed with the fact that physical punishment affords them enough time to deal with bullies, while teaching class",1,DO,,simple_present,,
20204,make,makes,"But If smoking makes harmful effect to other, smoking is the same as crime",1,PO,,simple_present,,
20603,make,makes,"but if few smoker's smoking makes harm to them, many citizen will feel very disgusting and unpleasant feeling about that harm",1,PO,,simple_present,,
21038,offer,offer,The government can offer incentives to Korean men who finished military serive such as giving plus points on national license tests,1,PO,,infinitive,,
21040,offer,offer,"So I truly want to say to legisters that please think over more, so offer us happy and secure world",1,DO,,simple_present,,
21042,offer,offer,We must offer smoking zone to smokers and we can anticipate effect like netherland,1,PO,,infinitive,,
21044,offer,offer,i would clean the room and offer the food to elder people and help to hold some kind of event in my city,1,PO,,simple_present,,
21048,offer,offer,"For example, as for me, on the Internet, I can spontaneously consult with other people about my personal problems, and even offer my real advices to other people",1,PO,,simple_present,,
21051,offer,offer,But we also have to protect our young men and offer them the best life time,1,DO,,infinitive,,
21052,offer,offer,"But if our young men do not, we can offer them good wealth",1,DO,,infinitive,,
21057,offer,offered,Animals have offered many things to human beings already,1,PO,,present_perfect,,
21066,offer,offers,"At the end, it offers me some pleasure of achivement",1,DO,,simple_present,,
21175,order,order,"If the teacher who feel discomfortable order the physical punishment his bad student, student may be angry more",1,DO,,simple_present,,
21263,owe,owe,"I found that I always owe my new exprience to my friend that when we arrive at the museum, he helps me to understand the Picasso's art and other famous artist's art",1,PO,,simple_present,,
21265,owe,owed,I owed a lot of things to her,1,PO,,simple_past,,
21292,pay,paid,"Also, They paid some dollars to KT&G which makes and sells cigarrete",1,PO,,simple_past,,
21458,pass,passes,"First, he passes me his cellular phone, and ask who called him",1,DO,,simple_present,,
21478,pay,pay,We can solve all these problem by asking some men to work for military for his life for his own work and pay them great honor and money,1,DO,,simple_present,,
21479,pay,pay,"In America, they just choose person who want to go army and pay enough money to them",1,PO,,simple_present,,
21480,pay,pay,"When the class teacher wants students to be silent, the students don't pay attention to there teacher at all",1,PO,,simple_present,,
21488,pay,pay,They must pay attention to what they drive and how they drive,1,PO,,infinitive,,
21490,pay,pay,"and if we want talk and listen, we should pay attetion to cellular phone",1,PO,,infinitive,,
21491,pay,pay,but drivers of automobiles must pay attetion to only his or her car,1,PO,,infinitive,,
21492,pay,pay,"if drivers of automobiles don't pay attetion to their car, they could have accident and it is so dangerous",1,PO,,simple_present,,
21493,pay,pay,"so if drivers of automobiles pay attetion to both cellular phone and their car, if could be distracting and they autually can't pay attetion to anything",1,PO,,simple_present,,
21501,pay,pay,Korea should pay a lots of money to almost million of soldiers,1,PO,,infinitive,,
21504,pay,pay,Also victims by the accidents will have to pay the great amount of money to hospital,1,PO,,infinitive,,
21505,pay,pay,We must pay attention to other animals and protect them to not be used by other speices including people,1,PO,,infinitive,,
21525,pay,pay,"That means, even though teachers say ""Be quiet and pay attention to me, everyone"" again and again, students won't respond",1,PO,,simple_present,,
21529,pay,pay,The first reason is that normal people could not pay their attention to their work when they are doing two things in one moment,1,PO,,infinitive,,
21530,pay,pay,"And when we do not pay attention to own working, it is possible that we can make a mistake on working",1,PO,,simple_present,,
21532,pay,pay,"When do this, government must pay salaries to the soldiers who are job soldiers",1,PO,,infinitive,,
21534,pay,pay,Students would not pay attention to teachers and they would not accept teachers's idea,1,PO,,infinitive,,
21541,pay,pay,"When you're driving, Can you pay attention to cellphone and driving at the same time? Almost people cannot and especially the beginner of driver never can't do that",1,PO,,infinitive,,
21544,pay,pay,"In addition, if service is not forcing and soldiers numbers decrease, Korea can pay more money to each soldier so military's position would be increase",1,PO,,infinitive,,
21547,pay,pay,So drivers of automobiles especially should pay attention to the front things which they face during his driving,1,PO,,infinitive,,
21550,pay,pay,so I can pay attention to math,1,PO,,infinitive,,
21554,pay,pay,And should pay lots of fine to driver who use cellular phones while driving,1,PO,,infinitive,,
21559,pay,pay,"They cannot pay attetion to their own works like their driving, and walking",1,PO,,infinitive,,
21561,pay,pay,"However, if he tries to ignore it, reversely, he should even pay more attention unconsciously to the phone and it stimulates his curiosness and restlessness",1,PO,,infinitive,,
21566,pay,pay,"As a result, he or she can't pay attention to anything, and he or she will fail to finish the task that had to be completed",1,PO,,infinitive,,
21571,pay,pay,They seem to pay no attention to others and building's atmosphere,1,PO,,infinitive,,
21576,pay,pay,I was not able to pay attention to anything,1,PO,,infinitive,,
21579,pay,pay,But our government should pay much money to volunteers,1,PO,,infinitive,,
21580,pay,pay,A pay much to them,1,PO,,simple_present,,
21586,pay,pay,People are most likely to pay less attention to other things that drivers should pay attention like red lights or pedestrians while they are using cellular phone because talking with friends on phone is much more interesting than driving alone on the road,1,PO,,infinitive,,
21591,pay,pay,"And the moment I pay attention to it, it stops barking, but then the other one-which was with me first-try to drag the attention back to it",1,PO,,simple_present,,
21595,pay,pay,"If some people smoke on the street, they should pay some of the money to government",1,PO,,infinitive,,
21604,pay,pay,"Recently, people pay more attention to their health, and government also wants its people to be healthy",1,PO,,simple_present,,
21617,pay,pay,Drivers pay more attention to the conversation over the phone,1,PO,,simple_present,,
21626,pay,pay,Sure the insurance company will pay you lots of insurance money,1,DO,,simple_future,,
21627,pay,pay,"Because, when they use cell phone, they hardly pay attention to dirve",1,PO,,simple_present,,
21639,pay,paying,"One should always be on guard while drving, and talking on the phone means the driver is paying attention to someone far away rather than paying attention to the road",1,PO,,present_progressive,,
21644,pay,paying,"This could lead to serious problem, because drivers should be focused on driving, which also requires paying attention to the road and the sides of the road",1,PO,,present_progressive,,
21646,pay,paying,"If this goes right, increased budget of the government would make it possibile to bring foreign people to provide the service for our country by paying them sufficient amont of money",1,DO,,present_progressive,,
21650,pay,paying,"If a men don't complete military service through paying money to broker, other men who next to him don't want to go army",1,PO,,present_progressive,,
21651,pay,paying,We can have necessary military power by paying the money to soldier,1,PO,,present_progressive,,
21797,persuade,persuade,"If they had a certain opinion, and they really want for it to become a reality, they can persuade their thought to others, even others have more power than him or her",1,PO,,infinitive,,
23076,present,present,"Think about certain issues, organize your opinion and present it to others was what my teacher taught us for a year",1,PO,,simple_present,,
23176,present,presenting,"If students have difficulty dealing with presenting personal opinion to their teacher with confidence, there will be no interactions between teachers and their students",1,PO,,present_progressive,,
23347,read,read,I read story books in English to children,1,PO,,simple_present,,
23601,save,save,It's ridiculous that you threten human's life to save you time,1,DO,,infinitive,,
23902,sell,sell,Pharmarcy company must test it before they sell it to people,1,PO,,infinitive,,
23904,sell,sell,We use medicines and believe they are safe because developers go through a lot of experiments with animals so they are sure it has no side effects before they sell medicines to patients,1,PO,,simple_present,,
23911,sell,sell,Some bad people sell koreans privacy information like phone number and private number to other countries,1,PO,,simple_present,,
23920,sell,sell,and they sell our private data to other country hackers,1,PO,,simple_present,,
23941,send,send,"But When I was 15, I had to send her to my grandmother",1,PO,,infinitive,,
23943,send,send,"But, if someone send me to that time, I wouldn't go",1,PO,,simple_present,,
23944,send,send,"So once I wake up early in the morning, I call or send a text message to my friends to gather them",1,PO,,simple_present,,
23947,send,send,The teacher can send a mail to trouble-maker's home,1,PO,,infinitive,,
23951,send,send,"after i send my phone number to the annoying people, my phone ring",1,PO,,simple_present,,
23955,send,send,"For example, when my cousin was in university, he need to send an important message to professor",1,PO,,infinitive,,
23957,send,send,"However, he send it to different person so that professor was in problem and he was so angry to him",1,PO,,simple_present,,
23958,send,send,"some people summit internet criminal for example, make virus and send e-mail to other people, so other people can not use computer or rude internet person make rumor about star like she is pregnant or he is hit his staff",1,PO,,simple_present,,
23960,send,send,"When I was allowed to drive for myself, I had an urge to send text messages to my friends that I'm driving without driving teacher's help",1,PO,,infinitive,,
23964,send,send,"In that course, I can get much information and send e-mail to freinds including new information such as economy, car, entertainments",1,PO,,infinitive,,
23965,send,send,And then friends send me another e-mail,1,DO,,simple_present,,
23966,send,send,Person who buy a bag send money to seller but seller doesn't give bag to that person,1,PO,,simple_present,,
23969,send,send,"He send money to that seller, but don't knows his name because in that flee market site, everyone uses ID",1,PO,,simple_present,,
23970,send,send,I call my parents that I'm awake and send my love to them,1,PO,,simple_present,,
23971,send,send,They pretended some Koreans and send money requesting e-mails to their friends and family,1,PO,,simple_present,,
23972,send,send,People in there send innuendo to victorious nation's people and player,1,PO,,simple_present,,
23973,send,send,"We send message to friend, find information, and play game by Internet",1,PO,,simple_present,,
23976,send,send,"My friend's mom were driving to our school, and my friend send text message to her mom to ask where she is",1,PO,,simple_present,,
23977,send,send,"Now, I often talk or send a e-mail to grace from America and sara from Japan",1,PO,,simple_present,,
23980,send,send,And my father's job is making newspaper of christcheon for help christ work such as send money to poverty people to announce christ's love by earning money from being subscribed,1,PO,,simple_present,,
23982,send,send,"when children do bad things like fighting with friends, physical punishment send the messaege to children "" it is very bad thing",1,PO,,simple_present,,
23983,send,send,"In my home, There are many letters from her and I send letters to her many times",1,PO,,simple_present,,
23984,send,send,I send letters to her recently so I am happy,1,PO,,simple_present,,
23985,send,send,So I send an email to many local employers to ask for a job,1,PO,,simple_present,,
23986,send,send,"In fact, I met him when I was young and I usually send letters to him twice a month",1,PO,,simple_present,,
23987,send,send,But it is not easy to send teacher's messages to students,1,PO,,infinitive,,
23988,send,send,she send the photoes she had taken to me,1,PO,,simple_present,,
23995,send,send,"Because when people use cell phone, they have to listen to other people's word, or speak on phone to other people, or take, send their message to others, or get internet surfing at the cell phone, they get a lot of concentration on their cell phone",1,PO,,simple_present,,
24003,send,sending,"Actually, North Korea is sending spy to South Korea now! and few month ago, North Korea attacks Yeon-Pyeong-Do island",1,PO,,present_progressive,,
24008,send,sending,"Futhurmore, We could make mistakes to someone such as sending important message to different person or calling her suzy while talking to jane",1,PO,,present_progressive,,
24012,send,sending,"It is same with physical punishment that if some students commit a crime or do some wrong things, they paddled them instead of sending the students to jail or giving a suspension",1,PO,,present_progressive,,
24025,send,sending,And practicing getting information by computer or sending information to our army does not need our physical power,1,PO,,present_progressive,,
24038,send,sends,"For example, the driver of automobile using cellular phone can have no attention about left, right, or back side, because he or she has a talk or sends a massage to another person",1,PO,,present_progressive,,
24040,send,sent,she sent me a shose,1,DO,,simple_past,,
24044,send,sent,"While the years, she sent me a letter and the letter supported me to endure difficult times",1,DO,,simple_past,,
24045,send,sent,Abandoning physical punishments sent a message to the students that teachers respect their body and the fact that they can understand a more civilized way of traning,1,PO,,simple_past,,
24046,send,sent,"Although she and I entered different high schools, she often sent me a message and asked my condition",1,DO,,simple_past,,
24052,send,sent,"When I was practicing driving on the road, my friend sent me a text message",1,DO,,simple_past,,
24054,send,sent,"And when we studied for the KSAT, she sent me a message that couraged me",1,DO,,simple_past,,
24183,serve,served,There I served plates to the guests,1,PO,,simple_past,,
24391,show,show,"But if we must use our real name on the Internet, we should show real ourselves to other people",1,PO,,infinitive,,
24395,show,show,First of all we have to show respect to other people,1,PO,,infinitive,,
24396,show,show,People have to show respect to each others when ever they talk with someone else-whether they face to face wih others or on the internet,1,PO,,infinitive,,
24401,show,show,"A word is a far better way to teach and encourage the student, and a good chance to show the teacher's love and interest to the student so that the student can open his mind easily to his advisor",1,PO,,infinitive,,
24409,show,show,Some people do not want to show their name to other people on the internet,1,PO,,infinitive,,
24415,show,show,I don't want to show my private hobbies to every people,1,PO,,infinitive,,
24424,show,show,"My homeroom teacher, however, show me the bright future I can choose",1,DO,,simple_present,,
24442,show,show,"Never express his anger to us, and show us bright face always",1,DO,,simple_present,,
24443,show,show,"Some children who show the bad temper to questionaires need to educate man to man, what is good things and what is bad things, not by preaching but by pursuading them accept easy and comfortably",1,PO,,simple_present,,
24444,show,show,"Some children who didn't have show the bad temper to questionaires, but did bad things need to educate not just preaching too",1,PO,,simple_present,,
24460,show,show,So teachers need to show their dear children the ways of peacefully correcting the situations,1,DO,,infinitive,,
24463,show,show,But even though students may not like the teacher they didn't show disrespect to the teacher because if they show any signs of disrespect teachers had the authority to punish physically,1,PO,,simple_past,,
24467,show,show,"Everytime we face the situation that is too harsh so oppress us to cheat or give up, the important historical people's decisions at similar situation show us ""the solve"" so we can reminiscene historic moments as if we've been here before",1,DO,,simple_present,,
24472,show,show,And the most important thing is that teachers and schools show their trust to their students continuously,1,PO,,simple_present,,
24476,show,show,The Bilble just show us that roll model in first Human-being,1,DO,,simple_present,,
24477,show,show,"When all medical experiments are really needed one, we could show our honor to animals which are used for medical experiments",1,PO,,infinitive,,
24497,show,show,"As my brother is young, my parents want to show a lot to him",1,PO,,infinitive,,
24512,show,show,"If the physical punishment be illegal, school teachers would lose their own way to show their educational power to trouble-making students",1,PO,,infinitive,,
24520,show,show,And the best way to show people this fact is goverment should make a law to use real name on the Internet,1,DO,,infinitive,,
24522,show,show,"Every time I see the old paper I feel proud of my great-grandfather, and whenever my friends come to my house I show it to them",1,PO,,simple_present,,
24523,show,show,"Because of such a saying, people given that letters feel sad at the same time angry, hate the internet, and sometimes show a bad attitude to the other people",1,PO,,simple_present,,
24545,show,show,"Because students are young and they don't know well about what their behaviors mean, they will do some rude behaviors and show bad attitudes to teachers",1,PO,,simple_present,,
24548,show,show,And we could show them our concerns and they felt really thankful to us,1,DO,,infinitive,,
24549,show,show,"For example, In the world's community chatting room, I was able to congulatulate the Christmas to other country friends and show my special holiday to them",1,PO,,simple_present,,
24552,show,show,I'm really proud of these photo albums because they show me very precious times,1,DO,,simple_present,,
24557,show,show,Student will respect them if they show their passion and kindness to the pupils,1,PO,,simple_future,,
24560,show,show,"For example, when we learned about General Lee-Soon shin, he show us the video about the general's own life-not his fight like Hansanri daechup",1,DO,,simple_present,,
24561,show,show,These situations show us the disadvantage of not allowing the physical punishment in schools,1,DO,,simple_present,,
24566,show,show,"If We accepted multiple solutions, They can show senerge(?) effect each others to us",1,PO,,infinitive,,
24584,show,show,"If we use our real name, we show other people our name first so we cannot have a nicname that we want to have",1,DO,,simple_present,,
24593,show,show,"Since such culture encourages pelple to show their own ideas to others, it accelerates social development by sharing enormous amount of informations",1,PO,,infinitive,,
24594,show,show,They must show everything to us and respect the visitors,1,PO,,infinitive,,
24600,show,show,It still show my family many programs that make us happy,1,DO,,simple_present,,
24602,show,show,"First day, He approaches me and show me the homework",1,DO,,simple_present,,
24606,show,show,Let me show you some reasons,1,DO,,infinitive,,
24614,show,show,he doesn't want to show any respect to his teacher,1,PO,,infinitive,,
24615,show,show,"In music class, my teacher sometimes show us movies about musician",1,DO,,simple_present,,
24617,show,show,Korea should show strong force to other countries todays,1,PO,,infinitive,,
24618,show,show,He didn't show any different loving to his studnets,1,PO,,simple_past,,
24624,show,show,"So in case of Canada, if you show your phone call on driving situation to police you should pay fine",1,PO,,simple_present,,
24640,show,show,"I thought ""Why is it that this anti-physical punishment aren't working for korean students when other countries' students show at least some respects to the teachers?""",1,PO,,simple_present,,
24646,show,show,"Moreover, because our name is personal information, to use real name is to show other people our personal information and to shou our privacy information",1,DO,,infinitive,,
24649,show,show,"Especialy a professer show us world maps it is seen some different aspect, such a oil import",1,DO,,simple_present,,
24655,show,show,"I think if teachers respect student sincerely, and show them it, they can teach students anything they want to teach, without punishment",1,DO,,simple_present,,
24658,show,show,"By counseling the students, teachers could understand why they behaved that badly, and be able to find the most efficient methods that show the right way to students",1,PO,,simple_present,,
24663,show,showed,"He showed me not only the mere knowledge, but the real lessons which helped me in many ways further",1,DO,,simple_past,,
24664,show,showed,He showed us various musicals like 'cats' or others,1,DO,,simple_past,,
24667,show,showed,"In my teacher's class, he showed a short film to us",1,PO,,simple_past,,
24673,show,showed,He also showed me some pictures he took when he was on trip in Europe,1,DO,,simple_past,,
24676,show,showed,"While other teachers tried to cram knowledge to me, he showed me the way to study Korean",1,DO,,simple_past,,
24683,show,showed,"When I was high school student, a teacher showed our class an example",1,DO,,simple_past,,
24687,show,showed,My Spanish teacher showed us various videos about the real Spain,1,DO,,simple_past,,
24688,show,showed,"So when the lecture was over earlier than usual day or when the exam was over, he always showed us the pictures he had took in his journey and told us about how he felt at that time",1,DO,,simple_past,,
24690,show,showed,"Moreover, he usually showed me music videos",1,DO,,simple_past,,
24691,show,showed,The reason he showed me music videos was to relieve stress that got from my study,1,DO,,simple_past,,
24693,show,showed,"Therefore, she searched Internet for herself, found out interesting TV shows, and showed them to us",1,DO,,simple_past,,
24696,show,showed,"During the class, she showed us a variety of reading and vocabulary materials",1,DO,,simple_past,,
24699,show,showed,"It showed me 1994, 1998, 2002, 2006, 2010 world cup",1,DO,,simple_past,,
24704,show,showed,"When I had some trouble with study, He showed me the way how I study and, from time to time, he gave me serious words about routine life",1,DO,,simple_past,,
24705,show,showed,He always showed every student a huge smile and and a warm hug,1,DO,,simple_past,,
24706,show,showed,He got injured during his military service and showed me the scar,1,DO,,simple_past,,
24708,show,showed,She showed me a new world about books,1,DO,,simple_past,,
24715,show,showed,"One day, my teacher showed me the photos that she took in her tour to Turkey; the exotic Islamic temples, beautiful sceneries and the fact that Turkey has been the bridge between East and West, instantly captivated me",1,DO,,simple_past,,
24716,show,showed,It was pretty interesting and I showed him a great pleasent,1,DO,,simple_past,,
24738,show,showing,"To stop bad student's juvenile crime, I think the best method is showing them teachers' care and interesting them",1,DO,,present_progressive,,
24743,show,showing,"It is well known that smoking would be harmful to smoker itself, to his, or her family, and freinds by indirect way like showing scene to their children so that they imitate their parents, being smoker themselves, or affecting with their smoke",1,PO,,present_progressive,,
24752,show,showing,Such as Cooperation with others and showing respect to other people,1,PO,,present_progressive,,
24761,show,showing,"And I think to be a good role model, showing physical punishment to students is not a good way",1,PO,,present_progressive,,
24775,show,shown,"From now on, I have shown you two main reasons",1,DO,,present_perfect,,
24827,show,shows,"Photo album has special meaning for me and my family, because it shows us the happiest moment like traveling or growing up",1,DO,,simple_present,,
24847,show,shows,The site shows us extreme side effect of anonymousity,1,DO,,simple_present,,
24897,show,shows,Especially when we tierd sometimes she gives us breaktime and shows us funny movie,1,DO,,simple_present,,
25129,submit,submit,"Therefore I submit my resume to this part that is named social environment system technical part that has mathematics and technics and that circulates something and makes social environment building such as airport, port and subway trail ",1,PO,,simple_present,,
25135,submit,submit,"At first, most of people see them with stereotype, but nowadays, even politicains make some regulations about replacement of millitaty compulsion and submit it to the Congress",1,PO,,simple_present,,
25137,submit,submit,"At Nate-on I can submit messages to my dear friend, and chat with them",1,PO,,infinitive,,
25149,submit,submitted,So my class submitted some money to Africa to help childrens there,1,PO,,simple_past,,
25157,submit,submitting,I was so worried in submitting my application to YONSEI University,1,PO,,present_progressive,,
25184,supply,supply,"Do you think it right to supply such uncertified things to us without some tests? To prevent such terrible accident, a thoroght testings are required and to do that animals are needed",1,PO,,infinitive,,
25185,supply,supply,"And most of all, the public building is one of the places that supply service to many people",1,PO,,simple_present,,
25315,take,take,"In the view of driver, if he take any person to car, he should be responsible for the person",1,PO,,simple_present,,
25350,take,take,"If we take same input to humen and animals, there output must be different",1,PO,,simple_present,,
25370,take,take,"If take a experimant to some animals which are similer to human before take a experiment to human, a experiment would be more useful",1,PO,,simple_present,,
25371,take,take,We can't take a experimant to human while the experiment has possibility of danger,1,PO,,simple_present,,
25372,take,take,"Nevertheless, it can't be admitted to take a experiment to human beings without checking",1,PO,,infinitive,,
25373,take,take,So we take a lot of caring to our buildings,1,PO,,simple_present,,
25441,take,take,That Teachers should not have the authority to take physical punishment to children,1,PO,,infinitive,,
25451,take,take,"So I think if they don't garantee men's safety, it can be still dangerous to take military service to ordinary men",1,PO,,infinitive,,
25464,take,take,"But to enjoy happy smoking without other people's annoised face, smokers should take more care to non-smokers and should be banned in all public buildings",1,PO,,infinitive,,
25485,take,take,Even some students fight with their teachers but teachers can't take any punishments to them,1,PO,,infinitive,,
25489,take,take,"Can you put up with this situation? Some non-ethical scientists would say if we didn't take a experiment to animals first, we should take a exam to human directly and that is too dangerous",1,PO,,simple_past,,
25500,take,take,"After we arrived to the destination, the guide told us to ride the ropeway which will take us to the top of the mountains",1,PO,,simple_future,,
25509,take,take,but we can't take medical experimnets to people,1,PO,,infinitive,,
25510,take,take,but our greedy minds take them to death experimnets,1,PO,,simple_present,,
25582,take,take,i thought other people can't take victory to me,1,PO,,infinitive,,
25585,take,take,"Despite their unabillity, they take the SIN to their students and punish",1,PO,,simple_present,,
25606,take,take,It has many way to take punishment to students who make problems,1,PO,,infinitive,,
25636,take,take,"If teachers have rights to take physical punishments to them officially, the students can not ignored teachers",1,PO,,infinitive,,
25638,take,take,Because It is benefit for me to study I want to take this to 2rd grade students in my high scool so that they can study hard,1,PO,,infinitive,,
25654,take,take,"Surely, I don't mean that physical punishment is the best way to take children to honest way",1,PO,,infinitive,,
25679,take,take,"First, When we use a cell phone, we take a lot of attention to it because we answer to other side",1,PO,,simple_present,,
25721,take,take,"As selecting a man or woman for jobs of saving people's safe and freedom, Korean men always don't need to go to military and to complete military service and it can take a good influence to society's all things",1,PO,,infinitive,,
25732,take,take,"Cause I thank so much to my friends, I usually take my friends to pub to get my friends drink and delicious thing",1,PO,,simple_present,,
25797,take,take,So teacher must not take physical punishment to thier student,1,PO,,infinitive,,
25841,take,take,then the poor people feel very gratitude and finally the poor people will take gratitude to Korea,1,PO,,simple_future,,
25851,take,take,It is stupid because doctors should take very safety medical solution to patients,1,PO,,infinitive,,
25855,take,take,"In Europe, I have been told that their schools don't allow their teachers to take physical punishment to their students",1,PO,,infinitive,,
25856,take,take,"If some students take insane motions to their teachers or other important people in these advanced schools, teachers don't punish them with physical movement",1,PO,,simple_present,,
25912,take,take,"At last, it will learn my future and take me a good life",1,DO,,simple_future,,
26014,take,take,"But if we have to use the real name on the Internet, we can't take out our thinking to society freely",1,PO,,infinitive,,
26091,take,take,We tried so many times to take dad with us to church but he wouldn't,1,PO,,infinitive,,
26177,take,take,It means that he would take the cream from his hand to the cloth which the store sold,1,PO,,infinitive,,
26192,take,take,So my friends called the emergency person and take her to the hospital,1,PO,,simple_present,,
26285,take,take,"So now on, teachers should not take stick to hurt student",1,PO,,infinitive,,
26422,take,takes,"It takes me the music world, so I fell in love with music",1,DO,,simple_present,,
26443,take,takes,But I think this takes bad habit or costume to children,1,PO,,simple_present,,
26471,take,takes,"So when training the animals, man takes physical punishment to animal",1,PO,,simple_present,,
26517,take,takes,The good punishment shows the children to what's wrong and takes children to good behaviors,1,PO,,simple_present,,
26718,teach,taught,I've taught Math to high school students,1,PO,,present_perfect,,
26730,teach,taught,Math taught me value of trying,1,DO,,simple_past,,
26731,teach,taught,"Even though the CD never taught me the way, I could be relived when I was listening to the CD",1,DO,,simple_past,,
26735,teach,taught,He taught me what I should do and what I should not do in my high school career,1,DO,,simple_past,,
26736,teach,taught,He taught me Chinese characters,1,DO,,simple_past,,
26744,teach,taught,Also it's he that taught me the joy of studying itself,1,DO,,simple_past,,
26745,teach,taught,She taught me English for 2 years,1,DO,,simple_past,,
26747,teach,taught,My best friend is the one who taught me baseball,1,DO,,simple_past,,
26753,teach,taught,He was my second grade teacher and he taught me many English novel such as Elice In Wonderland or something,1,DO,,simple_past,,
26754,teach,taught,My favorite teacher in high school was the male teacher who taught me German,1,DO,,simple_past,,
26757,teach,taught,He punished us and taught us the community,1,DO,,simple_past,,
26763,teach,taught,"Also, she, as I was a member of Daejeon Prodigy Class, taught us English as a representative of all English teachers in Daejeon",1,DO,,simple_past,,
26766,teach,taught,"Also, music class taught me new kind of music like classic, jazz, R&B, blues, etc,",1,DO,,simple_past,,
26773,teach,taught,"This past vacation, I had a chance to meet my teacher who taught me English when I was 15 years old",1,DO,,simple_past,,
26779,teach,taught,"That time, my dormitary dean taught me many things such that how I should do when I live in publice space",1,DO,,simple_past,,
26781,teach,taught,I taught English to poor elementary students for 3 years as volunteering,1,PO,,simple_past,,
26783,teach,taught,He taught me English very kindly,1,DO,,simple_past,,
26787,teach,taught,Why he was my favorite teacher is that he taught me important thing in life,1,DO,,simple_past,,
26788,teach,taught,kim taught me important thing in life,1,DO,,simple_past,,
26792,teach,taught,These things taught me a lot,1,DO,,simple_past,,
26798,teach,taught,"Other teachers always taught us only a grammer, but he taught us a sight that we can see a topic and writer's thinking",1,DO,,simple_past,,
26812,teach,taught,And my high school teacher taught me the truth about that times,1,DO,,simple_past,,
26814,teach,taught,I taught her English two or three times a week and it was both fun and helpful to me,1,DO,,simple_past,,
26815,teach,taught,My favorite teacher in high school was Kim Yea-young teacher who taught us Spanish,1,DO,,simple_past,,
26819,teach,taught,"She taught us earth science which is very hard to understand, but we could understand it through her very clear explaining",1,DO,,simple_past,,
26824,teach,taught,"I learnt so fast that at night, I could get along with two, who taught a board to me",1,PO,,simple_past,,
26825,teach,taught,He is my favorite teacher because he taught me not only a knowledge to take a test but also a wisdom to live well in this society,1,DO,,simple_past,,
26829,teach,taught,He taught us our country's best time in history,1,DO,,simple_past,,
26830,teach,taught,Also he taught us our worst time,1,DO,,simple_past,,
26835,teach,taught,He taught me the right mean of passion,1,DO,,simple_past,,
26838,teach,taught,"World history taught me numerous lessons, too",1,DO,,simple_past,,
26842,teach,taught,Many teachers had taught me just reading and grammar,1,DO,,past_perfect,,
26843,teach,taught,"His name is Eui-won Jung, and he taught us Chinese",1,DO,,simple_past,,
26844,teach,taught,My favorite teacher in my high school was the man that taught me a social study when I was 10 grader,1,DO,,simple_past,,
26845,teach,taught,"Sometimes, in high school, I taught Korean to my friends",1,PO,,simple_past,,
26848,teach,taught,She excitingly taught us science,1,DO,,simple_past,,
26851,teach,taught,My parents have taught me no punishment untill this time,1,DO,,simple_past,,
26856,teach,taught,My memorable teacher in high school is Kin young ok who taught me chemisrty,1,DO,,simple_past,,
26861,teach,taught,"At that place, he taught me three basic cord",1,DO,,simple_past,,
26862,teach,taught,"We studied English together, and I taught her calculus",1,DO,,simple_past,,
26865,teach,taught,They taught us Korean poet's lives and behind stories of popular poems,1,DO,,simple_past,,
26867,teach,taught,He taught us his Korean studying know-hows that he learned through hard studying,1,DO,,simple_past,,
26872,teach,teach,"most important thing is make children know that they are loved, important to their family, and teach them right things",1,DO,,simple_present,,
26883,teach,teach,"Third, parents just try to make their children best, they don`t teach their children morale and other things to be a respectful human",1,DO,,simple_present,,
26898,teach,teach,I want him to teach me his happy lifestyle,1,DO,,infinitive,,
26903,teach,teach,"It may be a tragedy to some people, but there are no tools to teach right attitude to the student without physical punishment nowadays",1,PO,,infinitive,,
26921,teach,teach,I teach her math and English,1,DO,,simple_present,,
26926,teach,teach,"They can be punished without acknowledge the mistakes that they made, and the physical punishment usually doesn't teach them what is wrong",1,DO,,simple_present,,
26952,teach,teach,"In order to teach students the right concept of punishment, physical punishment should be replaced with punishments that are lasting",1,DO,,infinitive,,
26967,teach,teach,"Whenever I did something wrong or misbehaved, my homeroom teacher tried to teach me lessons",1,DO,,infinitive,,
26968,teach,teach,And we teach them mathmethics and English,1,DO,,simple_present,,
26998,teach,teach,because she was eager to teach japanese to students,1,PO,,infinitive,,
27003,teach,teach,"the more parents teach ethnic to the children, the more fast the punishment become old teaching way",1,PO,,simple_present,,
27005,teach,teach,Also smoking in pubic areas can teach children and adolescences smoking as signs for being adults or other good things,1,DO,,infinitive,,
27006,teach,teach,and she invited many people who teach us helpful things,1,DO,,simple_present,,
27013,teach,teach,I got a job that teach math and science to my cousin by my mother's recommend,1,PO,,simple_present,,
27017,teach,teach,"Because schools must grow students into social people, not only teach them mathmetics or languages, physical punishment is needed",1,DO,,simple_present,,
27030,teach,teach,"First, I teach Mathmatics and English to two high school students",1,PO,,simple_present,,
27031,teach,teach,"Because, It cannot teach anything to students",1,PO,,infinitive,,
27032,teach,teach,Physical punishment real purpose is to teach appropriate things and to go correctly to students,1,PO,,infinitive,,
27034,teach,teach,Teacher 'youngmi-choi' teach us many things,1,DO,,simple_present,,
27035,teach,teach,"First, she teach us 'pianist's minds'",1,DO,,simple_present,,
